movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
The Great Escape,James Coburn,Donald Pleasence,Gordon Jackson,773.0,742.0,145.0
What the #$*! Do We (K)now!?,Marlee Matlin,Elaine Hendrix,Armin Shimerman,847.0,670.0,428.0
The Last Exorcism Part II,Muse Watson,Spencer Treat Clark,Ashley Bell,45000.0,541.0,400.0
Boyhood,Ellar Coltrane,Lorelei Linklater,Libby Villari,230.0,193.0,127.0
Scoop,Scarlett Johansson,Kevin McNally,Geoff Bell,19000.0,427.0,405.0
The Wash,Angell Conwell,Dr. Dre,DJ Pooh,522.0,231.0,69.0
3 Strikes,Mo'Nique,Mike Epps,Faizon Love,939.0,706.0,585.0
The Cooler,Estella Warren,Paul Sorvino,Shawn Hatosy,658.0,636.0,407.0
The Misfits,Montgomery Clift,Kevin McCarthy,Thelma Ritter,862.0,403.0,268.0
The Night Listener,Robin Williams,Joe Morton,Rory Culkin,49000.0,780.0,710.0
The Jerky Boys,Vincent Pastore,William Hickey,Peter Appel,584.0,246.0,27.0
The Orphanage,Geraldine Chaplin,Belén Rueda,Fernando Cayo,382.0,273.0,143.0
A Haunted House 2,Ashley Rickards,Essence Atkins,Gabriel Iglesias,986.0,713.0,511.0
The Rules of Attraction,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,16000.0,977.0,968.0
Topaz,Roscoe Lee Browne,John Vernon,Philippe Noiret,204.0,187.0,148.0
Let's Go to Prison,Dylan Baker,Chi McBride,Amy Hill,812.0,466.0,242.0
Four Rooms,Salma Hayek,Alicia Witt,Lili Taylor,4000.0,975.0,960.0
Secretary,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,769.0,413.0,296.0
The Real Cancun,Laura Ramsey,Alan Taylor,Benjamin Fletcher,960.0,12.0,0.0
Talk Radio,Michael Wincott,Zach Grenier,Bill Johnson,721.0,246.0,237.0
Waiting for Guffman,Catherine O'Hara,Fred Willard,Larry Miller,925.0,729.0,611.0
Love Stinks,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,834.0,625.0,545.0
You Kill Me,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,497.0,113.0,90.0
Thumbsucker,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,730.0,394.0,71.0
Red State,Anna Gunn,Michael Angarano,Stephen Root,1000.0,947.0,939.0
Mirrormask,Stephanie Leonidas,Gina McKee,Rob Brydon,420.0,291.0,161.0
Samsara,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,48.0,0.0,0.0
The Barbarians,Michael Berryman,Eva LaRue,Richard Lynch,721.0,576.0,324.0
The Art of Getting By,Michael Angarano,Blair Underwood,Rita Wilson,947.0,685.0,322.0
Zipper,Ray Winstone,Alexandra Breckenridge,Elena Satine,1000.0,1000.0,842.0
Poolhall Junkies,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,979.0,665.0,444.0
The Loss of Sexual Innocence,Kelly Macdonald,Saffron Burrows,Julian Sands,2000.0,811.0,687.0
Holy Motors,Kylie Minogue,Leos Carax,Denis Lavant,690.0,227.0,226.0
Joe,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,12000.0,1000.0,221.0
Shooting Fish,Peter McNamara,Dan Futterman,Ralph Ineson,419.0,254.0,159.0
Prison,Viggo Mortensen,Lane Smith,Hal Landon Jr.,10000.0,633.0,195.0
Psycho Beach Party,Lauren Ambrose,Kathleen Robertson,Beth Broderick,945.0,774.0,209.0
The Big Tease,Craig Ferguson,Frances Fisher,Mary McCormack,759.0,638.0,428.0
"Buen Día, Ramón",Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,623.0,85.0,69.0
Trust,Noah Emmerich,Jordan Trovillion,Zoe Levin,617.0,163.0,67.0
An Everlasting Piece,Anna Friel,Brían F. O'Byrne,Pauline McLynn,736.0,450.0,70.0
Among Giants,Rachel Griffiths,Alan Williams,Rob Jarvis,578.0,29.0,15.0
Adore,Robin Wright,Naomi Watts,Ben Mendelsohn,18000.0,6000.0,748.0
The Velocity of Gary,Salma Hayek,Danny Arroyo,Olivia d'Abo,4000.0,575.0,476.0
Mondays in the Sun,Luis Tosar,Enrique Villén,Aida Folch,331.0,27.0,9.0
Stake Land,Connor Paolo,Michael Cerveris,Nick Damici,530.0,238.0,65.0
Sonny with a Chance,Doug Brochu,Tiffany Thornton,Brandon Mychal Smith,254.0,248.0,218.0
The Last Time I Committed Suicide,Keanu Reeves,Marg Helgenberger,Gretchen Mol,18000.0,759.0,599.0
Futuro Beach,Wagner Moura,Clemens Schick,Jesuíta Barbosa,585.0,29.0,9.0
Another Happy Day,George Kennedy,Ezra Miller,Demi Moore,3000.0,3000.0,2000.0
A Lonely Place to Die,Ed Speleers,Eamonn Walker,Sean Harris,762.0,706.0,641.0
Nothing,David Hewlett,Angelo Tsarouchas,Marie-Josée Croze,686.0,246.0,150.0
The Geographer Drank His Globe Away,Konstantin Khabenskiy,Elena Lyadova,Eugenia Khirivskaya,114.0,45.0,22.0
1776,Blythe Danner,Ken Howard,Howard Caine,713.0,649.0,69.0
Inescapable,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,223.0,11.0,5.0
Hell's Angels,Jean Harlow,Marian Marsh,James Hall,431.0,12.0,4.0
Purple Violets,Debra Messing,Rosemarie DeWitt,Peter Jacobson,650.0,536.0,183.0
The Veil,Lily Rabe,Shannon Woodward,Kira McLean,763.0,637.0,359.0
The Loved Ones,Robin McLeavy,Jessica McNamee,Victoria Thaine,399.0,129.0,35.0
No Vacancy,Kristen Quintrall,Rachel Sterling,Black Thomas,166.0,134.0,104.0
How to Fall in Love,Eric Mabius,Gina Holden,Brooke D'Orsay,637.0,346.0,271.0
The Perfect Wave,Rachel Hendrix,Cheryl Ladd,Diana Vickers,544.0,476.0,111.0
A Man for All Seasons,Robert Shaw,Susannah York,Paul Scofield,559.0,269.0,94.0
Network,Robert Duvall,Faye Dunaway,William Holden,3000.0,977.0,682.0
Gone with the Wind,Hattie McDaniel,George Reeves,Thomas Mitchell,503.0,384.0,248.0
Desert Dancer,Tom Cullen,Reece Ritchie,Marama Corlett,507.0,236.0,196.0
Major Dundee,James Coburn,Slim Pickens,Warren Oates,773.0,575.0,288.0
Down for Life,Snoop Dogg,Laz Alonso,Nicholas Gonzalez,881.0,826.0,601.0
Annie Get Your Gun,Keenan Wynn,Howard Keel,Betty Hutton,277.0,244.0,83.0
Four Lions,Kayvan Novak,Riz Ahmed,Alex Macqueen,414.0,365.0,106.0
House of Sand,Fernanda Montenegro,Seu Jorge,Fernanda Torres,119.0,69.0,24.0
Defendor,Michael Kelly,Tony Nappo,Charlotte Sullivan,963.0,654.0,388.0
The Pirate,Gladys Cooper,Reginald Owen,Ellen Ross,89.0,78.0,48.0
The Good Heart,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,117.0,64.0,64.0
The History Boys,Dominic Cooper,Russell Tovey,James Corden,3000.0,796.0,480.0
M*A*S*H,David Ogden Stiers,Jamie Farr,Mike Farrell,443.0,421.0,395.0
Midnight Cowboy,Brenda Vaccaro,Barnard Hughes,John McGiver,183.0,89.0,77.0
The Full Monty,Tom Wilkinson,Mark Addy,Lesley Sharp,1000.0,891.0,121.0
Airplane!,Peter Graves,Lloyd Bridges,Barbara Billingsley,628.0,575.0,318.0
Chain of Command,Michael Jai White,Max Ryan,Jon Osbeck,2000.0,872.0,6.0
Friday,Nia Long,John Witherspoon,Tony Cox,826.0,723.0,624.0
Menace II Society,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,851.0,582.0,556.0
Empire,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,912.0,906.0,496.0
Creepshow 2,George Kennedy,Holt McCallany,Dorothy Lamour,3000.0,273.0,178.0
The Ballad of Cable Hogue,Slim Pickens,Jason Robards,L.Q. Jones,575.0,372.0,242.0
In Cold Blood,John Forsythe,Robert Blake,Will Geer,255.0,220.0,188.0
The Nun's Story,Colleen Dewhurst,Peter Finch,Beatrice Straight,157.0,139.0,75.0
Harper,Janet Leigh,Robert Wagner,Shelley Winters,606.0,481.0,367.0
Frenzy,Bernard Cribbins,Jean Marsh,Clive Swift,195.0,146.0,118.0
The Witch,Julian Richings,Kate Dickie,Ralph Ineson,648.0,191.0,159.0
I Got the Hook Up,Joe Estevez,Master P,Anthony Johnson,625.0,118.0,78.0
She's the One,John Mahoney,Frank Vincent,Michael McGlone,385.0,356.0,111.0
Gods and Monsters,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,3000.0,258.0,248.0
The Secret in Their Eyes,Ricardo Darín,Soledad Villamil,Guillermo Francella,827.0,88.0,50.0
Train,Gideon Emery,Gloria Votsis,Derek Magyar,430.0,209.0,108.0
Evil Dead II,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,634.0,328.0,199.0
Pootie Tang,Wanda Sykes,J.B. Smoove,Robert Vaughn,560.0,555.0,542.0
Sharknado,Ian Ziering,John Heard,Cassandra Scerbo,984.0,697.0,689.0
La otra conquista,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,174.0,16.0,10.0
Trollhunter,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,29.0,4.0,4.0
Ira & Abby,Frances Conroy,Fred Willard,Kevin Sussman,827.0,729.0,681.0
Winter Passing,Zooey Deschanel,Will Ferrell,Dallas Roberts,11000.0,8000.0,405.0
D.E.B.S.,Jordana Brewster,Geoff Stults,Scoot McNairy,4000.0,756.0,660.0
The Masked Saint,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,426.0,294.0,131.0
The Betrayed,Alice Krige,Christian Campbell,Blaine Anderson,368.0,168.0,31.0
Taxman,Fisher Stevens,Elizabeth Berkley,Robert Townsend,922.0,893.0,467.0
The Secret,James Nesbitt,Ash Cook,Genevieve O'Reilly,773.0,133.0,119.0
2:13,Teri Polo,Kevin Pollak,Jere Burns,708.0,574.0,460.0
"Batman: The Dark Knight Returns, Part 2",Michael Emerson,Mark Valley,Grey Griffin,2000.0,774.0,739.0
Time to Choose,Jane Goodall,Jerry Brown,Peter Agnefjall,21.0,3.0,0.0
In the Name of the King: The Last Job,Bashar Rahal,Shelly Varod,Ralitsa Paskaleva,603.0,145.0,50.0
Wicked Blood,Alexa PenaVega,Jake Busey,Lew Temple,2000.0,660.0,597.0
Dawn Patrol,Chris Brochu,Jeff Fahey,Rita Wilson,795.0,535.0,322.0
Lords of London,Ray Winstone,Joe Egan,Glen Murphy,1000.0,53.0,37.0
High Anxiety,Madeline Kahn,Harvey Korman,Dick Van Patten,1000.0,628.0,605.0
March of the Penguins,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,11000.0,108.0,34.0
Margin Call,Kevin Spacey,Demi Moore,Ashley Williams,18000.0,2000.0,969.0
August,Murray Bartlett,Adrian Gonzalez,Edward Conna,141.0,69.0,43.0
Choke,Anjelica Huston,Matt Gerald,Jonah Bobo,1000.0,585.0,539.0
Whiplash,J.K. Simmons,Melissa Benoist,Chris Mulkey,24000.0,970.0,535.0
City of God,Alice Braga,Seu Jorge,Alexandre Rodrigues,1000.0,69.0,40.0
Human Traffic,Danny Dyer,John Simm,Shaun Parkes,798.0,472.0,78.0
Day One,Corbin Bleu,Rus Blackwell,Luis Antonio,632.0,144.0,80.0
The Dead Girl,James Franco,Bruce Davison,Piper Laurie,11000.0,505.0,303.0
The Hunt,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,74.0,69.0,26.0
A Christmas Story,Zack Ward,Darren McGavin,Scott Schwartz,662.0,577.0,378.0
Bella,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,625.0,464.0,377.0
Class of 1984,Roddy McDowall,Perry King,Timothy Van Patten,595.0,251.0,129.0
The Opposite Sex,Geoff Stults,Kenan Thompson,Josh Hopkins,756.0,521.0,491.0
Dreaming of Joseph Lees,Samantha Morton,Rupert Graves,Miriam Margolyes,631.0,443.0,405.0
The Class,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio,15.0,2.0,0.0
Rosemary's Baby,John Cassavetes,Mia Farrow,Charles Grodin,917.0,563.0,449.0
The Man Who Shot Liberty Valance,Lee Marvin,Woody Strode,Vera Miles,756.0,423.0,332.0
Adam,Peter Gallagher,Terry Walters,Amy Irving,828.0,390.0,194.0
Maria Full of Grace,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,280.0,11.0,6.0
Beginners,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,1000.0,394.0,157.0
Feast,Krista Allen,Eric Dane,Henry Rollins,164000.0,2000.0,898.0
Animal House,John Belushi,Karen Allen,Tim Matheson,1000.0,783.0,559.0
Goldfinger,Honor Blackman,Gert Fröbe,Lois Maxwell,387.0,202.0,177.0
Antiviral,Sarah Gadon,Douglas Smith,Caleb Landry Jones,691.0,480.0,463.0
It's a Wonderful Life,Donna Reed,Lionel Barrymore,Thomas Mitchell,488.0,275.0,248.0
Trainspotting,Kelly Macdonald,Shirley Henderson,Ewen Bremner,2000.0,887.0,557.0
The Original Kings of Comedy,Bernie Mac,Cedric the Entertainer,Steve Harvey,1000.0,436.0,360.0
Paranormal Activity 2,Sprague Grayden,Molly Ephraim,Micah Sloat,438.0,332.0,189.0
Waking Ned Devine,James Nesbitt,David Kelly,Fionnula Flanagan,773.0,588.0,482.0
Bowling for Columbine,Michael Moore,Dick Clark,Bill Clinton,909.0,504.0,184.0
Coming Home,Li Gong,Daoming Chen,Ni Yan,878.0,10.0,4.0
A Nightmare on Elm Street 2: Freddy's Revenge,Clu Gulager,Robert Rusler,Marshall Bell,426.0,359.0,217.0
A Room with a View,Julian Sands,Rupert Graves,Denholm Elliott,687.0,443.0,249.0
The Purge,Rhys Wakefield,Adelaide Kane,Chris Mulkey,942.0,810.0,535.0
Sinister,Danielle Kotch,Victoria Leigh,James Ransone,1000.0,419.0,412.0
Martin Lawrence Live: Runteldat,Nancy O'Dell,Mikki Padilla,Dayna Devon,71.0,65.0,12.0
Cat on a Hot Tin Roof,Burl Ives,Judith Anderson,Jack Carson,253.0,197.0,110.0
Beneath the Planet of the Apes,Linda Harrison,Gregory Sierra,Victor Buono,220.0,162.0,158.0
Air Bud,Kevin Zegers,Bill Cobbs,Michael Jeter,2000.0,970.0,693.0
Pokémon 3: The Movie,Veronica Taylor,Eric Stuart,Lisa Ortiz,88.0,82.0,49.0
Jason Lives: Friday the 13th Part VI,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,956.0,316.0,155.0
The Bridge on the River Kwai,William Holden,Sessue Hayakawa,Jack Hawkins,682.0,119.0,87.0
Spaced Invaders,Ariana Richards,Royal Dano,Tonya Lee Williams,610.0,232.0,175.0
Family Plot,Ed Lauter,Bruce Dern,William Devane,897.0,844.0,416.0
The Apartment,Fred MacMurray,Ray Walston,David White,516.0,417.0,180.0
Jason Goes to Hell: The Final Friday,Kane Hodder,Leslie Jordan,Erin Gray,935.0,805.0,307.0
Torn Curtain,Tamara Toumanova,Lila Kedrova,David Opatoshu,18.0,16.0,14.0
Dave Chappelle's Block Party,Common,Dave Chappelle,Lauryn Hill,989.0,744.0,220.0
Slow West,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,13000.0,884.0,748.0
Krush Groove,Blair Underwood,LisaGay Hamilton,Bobby Brown,685.0,178.0,77.0
Next Day Air,Omari Hardwick,Donald Faison,Mike Epps,1000.0,927.0,706.0
Elmer Gantry,Shirley Jones,Jean Simmons,Edward Andrews,556.0,422.0,125.0
Judgment at Nuremberg,Maximilian Schell,Montgomery Clift,Spencer Tracy,877.0,862.0,760.0
Trippin',Donald Faison,Deon Richmond,Countess Vaughn,927.0,209.0,200.0
Robot Chicken,Matthew Senreich,Seth Green,Breckin Meyer,11.0,0.0,0.0
Red River,Montgomery Clift,Walter Brennan,Harry Carey Jr.,862.0,376.0,281.0
Phat Girlz,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,939.0,407.0,233.0
Before Midnight,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,140.0,63.0,48.0
Teen Wolf Too,John Astin,Robert Neary,Kim Darby,641.0,168.0,152.0
Phantasm II,Angus Scrimm,A. Michael Baldwin,James Le Gros,674.0,174.0,135.0
Woman Thou Art Loosed,Loretta Devine,Kimberly Elise,Clifton Powell,912.0,637.0,469.0
Real Women Have Curves,America Ferrera,Lupe Ontiveros,George Lopez,953.0,625.0,453.0
Deadline Gallipoli,Rachel Griffiths,Jessica De Gouw,Luke Ford,578.0,476.0,110.0
Water,John Abraham,Lisa Ray,Seema Biswas,1000.0,329.0,31.0
East Is East,Archie Panjabi,Jimi Mistry,Om Puri,883.0,183.0,163.0
Whipped,Callie Thorne,Brian Van Holt,David Heyman,472.0,324.0,51.0
Kama Sutra: A Tale of Love,Indira Varma,Sarita Choudhury,Rekha,729.0,257.0,200.0
Please Give,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,1000.0,864.0,547.0
Willy Wonka & the Chocolate Factory,Peter Ostrum,Jack Albertson,Julie Dawn Cole,240.0,177.0,124.0
Warlock: The Armageddon,Julian Sands,Zach Galligan,Paula Marshall,687.0,233.0,222.0
8 Heads in a Duffel Bag,Kristy Swanson,George Hamilton,Dyan Cannon,578.0,341.0,267.0
Days of Heaven,Sam Shepard,Stuart Margolin,Richard Libertini,820.0,350.0,180.0
Thirteen Conversations About One Thing,Matthew McConaughey,Rob McElhenney,Amy Irving,11000.0,813.0,194.0
Jawbreaker,Julie Benz,Judy Greer,Jeff Conaway,3000.0,2000.0,844.0
Basquiat,Gary Oldman,Michael Wincott,Courtney Love,10000.0,721.0,353.0
Frances Ha,Greta Gerwig,Grace Gummer,Vanessa Ray,962.0,481.0,270.0
Tsotsi,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,113.0,64.0,29.0
Happiness,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,22000.0,11000.0,812.0
DysFunktional Family,Eddie Griffin,Joe Howard,Robert Noble,489.0,26.0,24.0
Tusk,Johnny Depp,Haley Joel Osment,Michael Parks,40000.0,3000.0,387.0
Oldboy,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,717.0,78.0,38.0
Letters to God,Robyn Lively,Michael Bolten,Christopher Schmidt,439.0,399.0,221.0
Hobo with a Shotgun,Gregory Smith,Robb Wells,Molly Dunsworth,694.0,324.0,104.0
Compadres,Kevin Pollak,Héctor Jiménez,Erick Elias,574.0,327.0,165.0
Freeway,Bokeem Woodbine,Dan Hedaya,Robert Peters,904.0,281.0,221.0
Love's Abiding Joy,William Morgan Sheppard,Kevin Gage,Brianna Brown,702.0,366.0,331.0
Fish Tank,Michael Fassbender,Harry Treadaway,Jason Maza,13000.0,260.0,168.0
Damsels in Distress,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,962.0,476.0,322.0
Creature,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,723.0,539.0,476.0
Bachelorette,Kirsten Dunst,Adam Scott,Andrew Rannells,4000.0,3000.0,416.0
BrainDead,Danny Pino,Megan Hilty,Zach Grenier,786.0,341.0,246.0
Brave New Girl,Virginia Madsen,Aaron Ashmore,Lindsey Haun,912.0,750.0,249.0
Tim and Eric's Billion Dollar Movie,Michael Gross,William Atherton,Bob Ross,536.0,317.0,197.0
The Grand,Susan Hampshire,Amanda Mealing,Tim Healy,40.0,37.0,23.0
Summer Storm,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,289.0,38.0,17.0
Fort McCoy,Johnny Pacar,Eric Stoltz,Brendan Fehr,1000.0,902.0,847.0
Chain Letter,Matt Cohen,Betsy Russell,Noah Segan,487.0,298.0,236.0
Just Looking,Gretchen Mol,Patti LuPone,Peter Onorati,599.0,325.0,56.0
The Divide,Michael Biehn,Lauren German,Rosanna Arquette,2000.0,683.0,605.0
The Eclipse,Aidan Quinn,Iben Hjejle,Jim Norton,767.0,122.0,77.0
Demonic,Frank Grillo,Scott Mechlowicz,Aaron Yoo,798.0,634.0,617.0
My Big Fat Independent Movie,Neil Hopkins,Darren Keefe Reiher,David Douglas,231.0,27.0,19.0
The Deported,Taylor Negron,Michael Rapaport,Talia Shire,1000.0,975.0,452.0
Tanner Hall,Tom Everett Scott,Amy Sedaris,Chris Kattan,433.0,396.0,357.0
Open Road,John Savage,Kristi Clainos,Emily Nelson,652.0,124.0,47.0
They Came Together,Christopher Meloni,Amy Poehler,Jack McBrayer,3000.0,1000.0,975.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,French Stewart,Ashley Martin,Olivia Alexander,319.0,302.0,73.0
Never Back Down 2: The Beatdown,Michael Jai White,Alex Meraz,Jillian Murray,2000.0,606.0,454.0
Point Blank,Lee Marvin,Angie Dickinson,Carroll O'Connor,756.0,754.0,480.0
Four Single Fathers,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,1000.0,810.0,382.0
Enter the Dangerous Mind,Noel Gugliemi,David Bianchi,Jason Priestley,2000.0,715.0,471.0
Something Wicked,Julian Morris,Shantel VanSanten,John Robinson,1000.0,747.0,375.0
AWOL-72,Bokeem Woodbine,Brooke Newton,Brett Wagner,904.0,779.0,648.0
Iguana,Everett McGill,Jack Taylor,Fabio Testi,201.0,39.0,37.0
Chicago Overcoat,Mike Starr,Stacy Keach,Frank Vincent,854.0,602.0,356.0
Barry Munday,Judy Greer,Cybill Shepherd,Shea Whigham,2000.0,536.0,463.0
Central Station,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,119.0,14.0,11.0
Pocketful of Miracles,Ann-Margret,Glenn Ford,Thomas Mitchell,931.0,416.0,248.0
Close Range,Anthony L. Fernandez,Nick Chinlund,Scott Evans,640.0,277.0,214.0
Boynton Beach Club,Dyan Cannon,Michael Nouri,Brenda Vaccaro,267.0,225.0,183.0
Amnesiac,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,216.0,158.0,21.0
Freakonomics,Greg Crowe,James Ransone,Tempestt Bledsoe,875.0,412.0,394.0
High Tension,Cécile De France,Maïwenn,Oana Pellea,447.0,236.0,142.0
Griff the Invisible,Maeve Dermody,Patrick Brammall,Kelly Paterniti,130.0,96.0,39.0
Unnatural,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,679.0,234.0,29.0
Hustle & Flow,Isaac Hayes,Paula Jai Parker,Elise Neal,275.0,247.0,165.0
Some Like It Hot,Nehemiah Persoff,Joe E. Brown,George Raft,105.0,103.0,102.0
Friday the 13th Part VII: The New Blood,Kane Hodder,Terry Kiser,William Butler,935.0,448.0,181.0
The Wizard of Oz,Margaret Hamilton,Terry,Billie Burke,695.0,421.0,357.0
Young Frankenstein,Madeline Kahn,Peter Boyle,Teri Garr,1000.0,595.0,481.0
Diary of the Dead,Megan Park,Shawn Roberts,Joe Dinicol,569.0,529.0,192.0
Lage Raho Munna Bhai,Vidya Balan,Sanjay Dutt,Jimmy Shergill,464.0,426.0,327.0
Ulee's Gold,Peter Fonda,Patricia Richardson,Vanessa Zima,402.0,222.0,42.0
The Black Stallion,Teri Garr,Kelly Reno,Hoyt Axton,481.0,81.0,48.0
Sardaar Ji,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,258.0,85.0,32.0
Journey to Saturn,Iben Hjejle,Frank Hvam,Casper Christensen,122.0,33.0,13.0
Donovan's Reef,Lee Marvin,Cesar Romero,Jack Warden,756.0,370.0,359.0
The Dress,Rijk de Gooyer,Ariane Schluter,Henri Garcin,20.0,3.0,2.0
A Guy Named Joe,Spencer Tracy,Esther Williams,Irene Dunne,760.0,675.0,315.0
Blazing Saddles,Madeline Kahn,David Huddleston,Harvey Korman,1000.0,1000.0,628.0
Friday the 13th: The Final Chapter,Judie Aronson,Tom Everett,Kimberly Beck,158.0,84.0,74.0
Ida,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,88.0,64.0,46.0
Maurice,Rupert Graves,Denholm Elliott,Simon Callow,443.0,249.0,239.0
Beer League,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,833.0,549.0,327.0
Riding Giants,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,52.0,52.0,28.0
Timecrimes,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,123.0,76.0,36.0
Silver Medallist,Jack Kao,Bo Huang,Zheng Xu,11.0,4.0,4.0
Timber Falls,Brianna Brown,Nick Searcy,Beth Broderick,331.0,272.0,209.0
Singin' in the Rain,Rita Moreno,Debbie Reynolds,Cyd Charisse,804.0,786.0,390.0
"Fat, Sick & Nearly Dead",Joe Cross,Joel Fuhrman,Amy Badberg,65.0,2.0,0.0
A Haunted House,Essence Atkins,Alanna Ubach,J.B. Smoove,713.0,584.0,555.0
2016: Obama's America,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,871.0,118.0,67.0
That Thing You Do!,Tom Hanks,Charlize Theron,Ethan Embry,15000.0,9000.0,982.0
Halloween III: Season of the Witch,Tom Atkins,Dan O'Herlihy,Nancy Kyes,381.0,128.0,67.0
Escape from the Planet of the Apes,Roddy McDowall,M. Emmet Walsh,Sal Mineo,595.0,521.0,450.0
Hud,Patricia Neal,Melvyn Douglas,Whit Bissell,617.0,189.0,124.0
Kevin Hart: Let Me Explain,David Jason Perez,La'Princess Jackson,Dana Hanna,1000.0,309.0,36.0
My Own Private Idaho,Keanu Reeves,Udo Kier,Flea,18000.0,595.0,535.0
Garden State,Armando Riesco,Michael Weston,Jill Flint,625.0,379.0,294.0
Before Sunrise,Hanno Pöschl,Hans Weingartner,Dominik Castell,15.0,12.0,4.0
Sur le seuil,Patrick Huard,Michel Côté,Jean Pierre Bergeron,50.0,16.0,6.0
Jesus' Son,Billy Crudup,Samantha Morton,Mark Webber,745.0,631.0,442.0
Saving Face,Joan Chen,Ato Essandoh,Jessica Hecht,643.0,265.0,209.0
Brick Lane,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,56.0,41.0,40.0
Robot & Frank,Frank Langella,Joshua Ormond,Ana Gasteyer,902.0,291.0,215.0
My Life Without Me,Sarah Polley,Julian Richings,Amanda Plummer,900.0,648.0,471.0
The Spectacular Now,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,8000.0,1000.0,478.0
Marilyn Hotchkiss' Ballroom Dancing and Charm School,William Hurt,Elden Henson,Michael Bower,882.0,577.0,362.0
Religulous,Bill Maher,Tal Bachman,Steve Burg,334.0,4.0,0.0
Fuel,Larry David,Sheryl Crow,George W. Bush,860.0,130.0,125.0
Valley of the Heart's Delight,Bruce McGill,Diana Scarwid,Tom Bower,655.0,157.0,107.0
Eye of the Dolphin,Katharine Ross,Carly Schroeder,George Harris,640.0,261.0,249.0
8: The Mormon Proposition,Dustin Lance Black,Emily Pearson,Gavin Newsom,191.0,12.0,5.0
The Other End of the Line,Larry Miller,Anupam Kher,Shriya Saran,611.0,397.0,315.0
