id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
4431,Tom Jones,Unrated,1963.0,121.0,Albert Finney,Susannah York,Hugh Griffith,883.0,269.0,69.0
4432,Unfriended,R,2014.0,83.0,Shelley Hennig,Renee Olstead,Heather Sossaman,707.0,305.0,142.0
4433,Taxi Driver,R,1976.0,110.0,Robert De Niro,Albert Brooks,Peter Boyle,22000.0,745.0,595.0
4434,The Howling,R,1981.0,91.0,Patrick Macnee,Robert Picardo,Dee Wallace,1000.0,823.0,725.0
4435,Dr. No,Approved,1962.0,110.0,Ursula Andress,Jack Lord,Lois Maxwell,650.0,275.0,177.0
4436,Chernobyl Diaries,R,2012.0,86.0,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,1000.0,467.0,300.0
4437,Hellraiser,R,1987.0,86.0,Andrew Robinson,Ashley Laurence,Clare Higgins,266.0,209.0,100.0
4438,God's Not Dead 2,PG,2016.0,120.0,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,634.0,420.0,295.0
4439,Cry_Wolf,PG-13,2005.0,90.0,Julian Morris,Gary Cole,Lindy Booth,1000.0,989.0,683.0
4440,Godzilla 2000,PG,1999.0,99.0,Hiroshi Abe,Naomi Nishida,Sakae Kimura,43.0,3.0,3.0
4441,Blue Valentine,R,2010.0,112.0,Ryan Gosling,Mike Vogel,John Doman,33000.0,2000.0,616.0
4442,Transamerica,R,2005.0,103.0,Kevin Zegers,Felicity Huffman,Paul Borghese,2000.0,508.0,226.0
4443,The Devil Inside,R,2012.0,83.0,Fernanda Andrade,Claudiu Trandafir,Brian Johnson,403.0,169.0,128.0
4444,Beyond the Valley of the Dolls,X,1970.0,109.0,Charles Napier,Cynthia Myers,Harrison Page,503.0,46.0,44.0
4445,Love Me Tender,,1956.0,89.0,James Drury,Neville Brand,Debra Paget,356.0,110.0,102.0
4446,An Inconvenient Truth,PG,2006.0,96.0,Billy West,Al Gore,,861.0,68.0,
4447,Sands of Iwo Jima,Approved,1949.0,109.0,James Brown,Richard Jaeckel,Forrest Tucker,183.0,102.0,88.0
4448,Shine a Light,PG-13,2008.0,122.0,Mick Jagger,Keith Richards,Albert Maysles,543.0,426.0,184.0
4449,The Green Inferno,R,2013.0,100.0,Daryl Sabara,Richard Burgi,Magda Apanowicz,640.0,550.0,389.0
4450,Departure,,2015.0,109.0,Juliet Stevenson,Alex Lawther,Niamh Cusack,202.0,47.0,30.0
4451,The Sessions,R,2012.0,95.0,W. Earl Brown,Adam Arkin,Rhea Perlman,422.0,374.0,365.0
4452,"Food, Inc.",PG,2008.0,94.0,Michael Pollan,Eric Schlosser,Barbara Kowalcyk,37.0,3.0,2.0
4453,October Baby,PG-13,2011.0,107.0,Rachel Hendrix,Robert Amaya,Jason Burkey,544.0,264.0,245.0
4454,Next Stop Wonderland,R,1998.0,104.0,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,22000.0,472.0,458.0
4455,The Skeleton Twins,R,2014.0,93.0,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,3000.0,439.0,180.0
4456,Martha Marcy May Marlene,R,2011.0,102.0,Christopher Abbott,Julia Garner,Brady Corbet,321.0,300.0,287.0
4457,Obvious Child,R,2014.0,84.0,Gaby Hoffmann,Jenny Slate,Jake Lacy,612.0,457.0,313.0
4458,Frozen River,R,2008.0,97.0,Charlie McDermott,Michael O'Keefe,Misty Upham,496.0,238.0,229.0
4459,20 Feet from Stardom,PG-13,2013.0,91.0,Sheryl Crow,Lou Adler,Merry Clayton,130.0,19.0,13.0
4460,Two Girls and a Guy,R,1997.0,84.0,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,21000.0,104.0,13.0
4461,Walking and Talking,R,1996.0,86.0,Kevin Corrigan,Anne Heche,Vincent Pastore,778.0,695.0,584.0
4462,Who Killed the Electric Car?,PG,2006.0,92.0,Ed Begley Jr.,Phyllis Diller,Colette Divine,783.0,659.0,5.0
4463,The Broken Hearts Club: A Romantic Comedy,R,2000.0,94.0,Justin Theroux,Nia Long,Mary McCormack,1000.0,826.0,428.0
4464,Bubba Ho-Tep,R,2002.0,92.0,Daniel Roebuck,Ossie Davis,Ella Joyce,1000.0,282.0,124.0
4465,Slam,R,1998.0,100.0,Sonja Sohn,Saul Williams,Bonz Malone,245.0,38.0,6.0
4466,Brigham City,PG-13,2001.0,119.0,Wilford Brimley,Frank Gerrish,Rick Macy,957.0,81.0,25.0
4467,Fiza,,2000.0,167.0,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,353.0,186.0,97.0
4468,Orgazmo,NC-17,1997.0,92.0,Trey Parker,Dian Bachar,Matt Stone,406.0,203.0,194.0
4469,All the Real Girls,R,2003.0,108.0,Zooey Deschanel,Paul Schneider,Shea Whigham,11000.0,552.0,463.0
4470,Dream with the Fishes,R,1997.0,97.0,David Arquette,Cathy Moriarty,Kathryn Erbe,611.0,394.0,301.0
4471,Blue Car,R,2002.0,88.0,Frances Fisher,Agnes Bruckner,A.J. Buckley,638.0,401.0,275.0
4472,Luminarias,R,2000.0,100.0,Cheech Marin,Lupe Ontiveros,Robert Beltran,844.0,625.0,268.0
4473,Palo Alto,R,2013.0,100.0,James Franco,Nat Wolff,Olivia Crocicchia,11000.0,733.0,145.0
4474,Ajami,,2009.0,124.0,Shahir Kabaha,Scandar Copti,Ranin Karim,20.0,13.0,7.0
4475,Wristcutters: A Love Story,R,2006.0,88.0,Leslie Bibb,Patrick Fugit,Chase Ellison,1000.0,835.0,772.0
4476,I Origins,R,2014.0,106.0,Steven Yeun,Cara Seymour,Venida Evans,7000.0,71.0,11.0
4477,The Battle of Shaker Heights,PG-13,2003.0,79.0,Shiri Appleby,Elden Henson,Kathleen Quinlan,855.0,577.0,552.0
4478,The Act of Killing,Not Rated,2012.0,96.0,Anwar Congo,Herman Koto,Syamsul Arifin,3.0,3.0,0.0
4479,Taxi to the Dark Side,R,2007.0,53.0,Alex Gibney,George W. Bush,Greg D'Agostino,141.0,125.0,23.0
4480,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,PG-13,2006.0,97.0,Pelé,Marv Albert,Ahmet Ertegun,102.0,7.0,5.0
4481,Guiana 1838,Unrated,2004.0,120.0,Kumar Gaurav,Rufus Graham,Aasheekaa Bathija,12.0,3.0,0.0
4482,Lisa Picard Is Famous,PG-13,2000.0,90.0,Mira Sorvino,Fisher Stevens,Melissa Gilbert,978.0,922.0,679.0
4483,Antarctica: A Year on Ice,PG,2013.0,91.0,Josh Swanson,Tom Hamann,Anthony Powell,53.0,24.0,9.0
4484,A Lego Brickumentary,G,2014.0,93.0,G.W. Krauss,Brian Whitaker,Jason Bateman,20.0,8.0,0.0
4485,Hardflip,PG-13,2012.0,112.0,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,260000.0,984.0,891.0
4486,Chocolate: Deep Dark Secrets,,2005.0,160.0,Emraan Hashmi,Anil Kapoor,Sunil Shetty,724.0,668.0,219.0
4487,The House of the Devil,R,2009.0,95.0,Lena Dunham,Greta Gerwig,Dee Wallace,969.0,962.0,725.0
4488,The Perfect Host,R,2010.0,93.0,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,443.0,298.0,271.0
4489,Safe Men,R,1998.0,88.0,Harvey Fierstein,Michael Lerner,Josh Pais,500.0,230.0,117.0
4490,Speedway Junky,R,1999.0,105.0,Patrick Renna,Patsy Kensit,Adrienne Frantz,590.0,231.0,73.0
4491,The Last Big Thing,R,1996.0,98.0,Yul Vazquez,Louis Mustillo,James Lorinz,96.0,71.0,14.0
4492,The Specials,R,2000.0,82.0,Judy Greer,James Gunn,Jamie Kennedy,2000.0,571.0,490.0
4493,16 to Life,,2009.0,89.0,Will Rothhaar,Emily Baldoni,Hallee Hirsh,386.0,261.0,256.0
4494,Alone with Her,Not Rated,2006.0,78.0,Jordana Spiro,Ana Claudia Talancón,Jonathon Trent,262.0,163.0,61.0
4495,Creative Control,R,2015.0,97.0,Nora Zehetner,Alexia Rasmussen,Meredith Hagner,446.0,171.0,150.0
4496,Special,R,2006.0,81.0,Michael Rapaport,Paul Blackthorne,Ian Bohen,975.0,645.0,394.0
4497,Sparkler,R,1997.0,90.0,Frances Bay,Jamie Kennedy,Veronica Cartwright,491.0,490.0,422.0
4498,The Helix... Loaded,R,2005.0,97.0,Scott Levy,Vanilla Ice,Jennifer Sky,639.0,361.0,94.0
4499,In Her Line of Fire,R,2006.0,88.0,David Keith,Mariel Hemingway,Jesse Hutch,563.0,288.0,176.0
4500,The Jimmy Show,R,2001.0,96.0,Lynn Cohen,Frank Whaley,Heather Bucha,474.0,436.0,4.0
4501,Heli,Not Rated,2013.0,105.0,Kenny Johnston,Andrea Vergara,Gabriel Reyes,327.0,9.0,8.0
4502,Karachi se Lahore,,2015.0,,Rasheed Naz,Ayesha Omar,Javed Sheikh,7.0,5.0,4.0
4503,Loving Annabelle,Not Rated,2006.0,76.0,Ilene Graff,Kevin McCarthy,Laura Breckenridge,442.0,403.0,228.0
4504,Hits,,2014.0,96.0,Jason Ritter,Matt Walsh,Amy Sedaris,782.0,490.0,397.0
4505,Jimmy and Judy,R,2006.0,99.0,Nicole Randall Johnson,A.J. Buckley,James Eckhouse,363.0,275.0,131.0
4506,Frat Party,R,2009.0,90.0,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,984.0,157.0,106.0
4507,The Party's Over,,1965.0,94.0,Oliver Reed,Eddie Albert,Louise Sorel,695.0,196.0,47.0
4508,Proud,PG,2004.0,87.0,Aidan Quinn,Ossie Davis,Janet Hubert,767.0,282.0,149.0
4509,The Poker House,R,2008.0,93.0,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine,34000.0,17000.0,904.0
4510,Childless,R,2008.0,90.0,Joe Mantegna,Barbara Hershey,Diane Venora,1000.0,618.0,171.0
4511,ZMD: Zombies of Mass Destruction,R,2009.0,89.0,Russell Hodgkinson,Janette Armand,Kevin Hamedani,199.0,37.0,23.0
4512,Snow White: A Deadly Summer,PG-13,2012.0,83.0,Maureen McCormick,Shanley Caswell,Tim Abell,458.0,383.0,317.0
4513,Hidden Away,Unrated,2014.0,96.0,Álex Angulo,Germán Alcarazu,Joseba Ugalde,90.0,0.0,0.0
4514,My Last Day Without You,,2011.0,90.0,Nicole Beharie,Marlene Forte,Reg E. Cathey,898.0,395.0,360.0
4515,Steppin: The Movie,PG-13,2009.0,138.0,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,592.0,207.0,110.0
4516,Doc Holliday's Revenge,PG-13,2014.0,84.0,William McNamara,Tom Berenger,Randy Jay Burrell,10000.0,854.0,402.0
4517,Black Rock,R,2012.0,83.0,Katie Aselton,Anslem Richardson,Jay Paulson,224.0,59.0,37.0
4518,Truth or Die,Not Rated,2012.0,96.0,David Oakes,Alexander Vlahos,Jennie Jacques,335.0,334.0,177.0
4519,The Pet,,2006.0,94.0,Magi Avila,Pierre Dulat,Summer Napoles,92.0,17.0,0.0
4520,Bang Bang Baby,,2014.0,90.0,Boyd Banks,Chloe Rose,Kristian Bruun,57.0,40.0,36.0
4521,Fear Clinic,R,2015.0,95.0,Angelina Armani,Kevin Gage,Fiona Dourif,677.0,366.0,253.0
4522,Zombie Hunter,Not Rated,2013.0,93.0,Jason K. Wixom,Shona Kay,Jarrod Phillips,214.0,211.0,115.0
4523,A Fine Step,PG,2014.0,111.0,Justin Baldoni,Luke Perry,Leonor Varela,657.0,608.0,427.0
4524,Charly,PG,1968.0,103.0,Cliff Robertson,Dick Van Patten,Claire Bloom,754.0,605.0,113.0
4525,Banshee Chapter,R,2013.0,87.0,Monique Candelaria,Katia Winter,Michael McMillian,696.0,372.0,302.0
4526,Jesse,,,30.0,Eric Lloyd,David DeLuise,Bruno Campos,775.0,275.0,223.0
4527,Ask Me Anything,Not Rated,2014.0,100.0,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume,529.0,413.0,354.0
4528,And Then Came Love,,2007.0,90.0,Vanessa Williams,Mike Colter,Eartha Kitt,1000.0,569.0,558.0
4529,Food Chains,,2014.0,83.0,Alma Martinez,Robert Kennedy Jr.,Eve Ensler,56.0,28.0,17.0
4530,On the Waterfront,Not Rated,1954.0,108.0,Marlon Brando,Karl Malden,Rod Steiger,10000.0,416.0,279.0
4531,L!fe Happens,R,2011.0,100.0,Justin Kirk,Geoff Stults,Kristen Johnston,945.0,756.0,501.0
4532,"4 Months, 3 Weeks and 2 Days",Not Rated,2007.0,113.0,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean,131.0,60.0,27.0
4533,The Horror Network Vol. 1,,2015.0,97.0,Javier Botet,Brian Dorton,Jan Cornet,1000.0,171.0,76.0
4534,Hard Candy,R,2005.0,104.0,Odessa Rae,G.J. Echternkamp,Patrick Wilson,109.0,8.0,0.0
4535,The Quiet,R,2005.0,91.0,Katy Mixon,David Gallagher,Edie Falco,982.0,796.0,659.0
4536,Circumstance,R,2011.0,107.0,Sarah Kazemy,Reza Sixo Safai,Sina Amedson,144.0,127.0,127.0
4537,Fruitvale Station,R,2013.0,85.0,Ahna O'Reilly,Melonie Diaz,Ariana Neal,282.0,270.0,88.0
4538,The Brass Teapot,R,2012.0,101.0,Jack McBrayer,Michael Angarano,Alia Shawkat,975.0,947.0,728.0
4539,Bambi,Approved,1942.0,70.0,Sam Edwards,Donnie Dunagan,Ann Gillis,16.0,12.0,8.0
4540,The Hammer,R,2007.0,88.0,John Enos III,Rian Bishop,Adam Carolla,465.0,140.0,102.0
4541,Latter Days,R,2003.0,107.0,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,23000.0,813.0,522.0
4542,Elza,,2011.0,78.0,Stana Roumillac,Christophe Cherki,Teddy Doloir,0.0,0.0,0.0
4543,1982,R,2013.0,90.0,Bokeem Woodbine,Ruby Dee,Quinton Aaron,904.0,782.0,734.0
4544,"For a Good Time, Call...",R,2012.0,88.0,James Wolk,Ari Graynor,Nia Vardalos,938.0,904.0,567.0
4545,Celeste & Jesse Forever,R,2012.0,92.0,Ari Graynor,Janel Parrish,Rob Huebel,904.0,517.0,172.0
4546,Time Changer,PG,2002.0,95.0,Gavin MacLeod,D. David Morin,Hal Linden,284.0,234.0,221.0
4547,London to Brighton,R,2006.0,85.0,Lorraine Stanley,Johnny Harris,Georgia Groome,418.0,146.0,141.0
4548,American Hero,,2015.0,86.0,Eddie Griffin,Christopher Berry,Michelle Tabora,489.0,207.0,175.0
4549,Windsor Drive,,2015.0,90.0,Tommy O'Reilly,Samaire Armstrong,Matt Cohen,1000.0,806.0,487.0
4550,A Separation,PG-13,2011.0,123.0,Shahab Hosseini,Leila Hatami,Peyman Moaadi,786.0,712.0,620.0
4551,Crying with Laughter,,2009.0,93.0,Jo Hartley,Stephen McCole,Joe Cassidy,49.0,11.0,10.0
4552,Welcome to the Dollhouse,R,1995.0,88.0,Heather Matarazzo,Ken Leung,Christina Vidal,529.0,502.0,236.0
4553,Ruby in Paradise,R,1993.0,114.0,Allison Dean,Todd Field,Dorothy Lyman,159.0,143.0,86.0
4554,Raising Victor Vargas,R,2002.0,88.0,Victor Rasuk,Melonie Diaz,Judy Marte,302.0,270.0,68.0
4555,Pandora's Box,Not Rated,1929.0,110.0,Louise Brooks,Francis Lederer,Fritz Kortner,426.0,20.0,3.0
4556,Harrison Montgomery,,2008.0,95.0,Martin Landau,Melora Walters,Diane Baker,940.0,188.0,167.0
4557,Live-In Maid,Unrated,2004.0,83.0,Norma Aleandro,Hilda Bernard,Claudia Lapacó,24.0,5.0,0.0
4558,Deterrence,R,1999.0,104.0,Kevin Pollak,Kathryn Morris,Timothy Hutton,574.0,573.0,501.0
4559,The Mudge Boy,R,2003.0,94.0,Zachary Knighton,Tom Guiry,Ryan Donowho,262.0,262.0,181.0
4560,The Young Unknowns,R,2000.0,87.0,Leslie Bibb,Eion Bailey,Arly Jover,1000.0,749.0,258.0
4561,Not Cool,Not Rated,2014.0,93.0,Shane Dawson,Kurt Angle,Cherami Leigh,247.0,217.0,152.0
4562,Dead Snow,Not Rated,2009.0,91.0,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp,35.0,16.0,13.0
4563,Saints and Soldiers,PG-13,2003.0,90.0,Corbin Allred,Larry Bagby,Kirby Heyborne,214.0,115.0,69.0
4564,Vessel,,2012.0,14.0,Taylor Pigeon,Alan Pietruszewski,Whit Spurgeon,134.0,93.0,37.0
4565,American Graffiti,PG,1973.0,112.0,Harrison Ford,Ron Howard,Mackenzie Phillips,11000.0,2000.0,425.0
4566,Iraq for Sale: The War Profiteers,,2006.0,75.0,Scott Helvenston,Katy Helvenston-Wettengal,Donna Zovko,25.0,0.0,0.0
4567,Aqua Teen Hunger Force Colon Movie Film for Theaters,R,2007.0,86.0,Tina Fey,Fred Armisen,Chris Kattan,2000.0,424.0,357.0
4568,Safety Not Guaranteed,R,2012.0,86.0,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin,935.0,830.0,522.0
4569,Kevin Hart: Laugh at My Pain,R,2011.0,89.0,Isaac C. Singleton Jr.,Larry King,Jeanette Branch,312.0,135.0,95.0
4570,Kill List,Not Rated,2011.0,95.0,MyAnna Buring,Ben Crompton,Neil Maskell,513.0,257.0,246.0
4571,The Innkeepers,R,2011.0,101.0,Lena Dunham,Jake Ryan,Pat Healy,969.0,128.0,74.0
4572,The Conformist,R,1970.0,106.0,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda,319.0,90.0,48.0
4573,Interview with the Assassin,R,2002.0,88.0,Raymond J. Barry,Christel Khalil,Renee Faia,108.0,72.0,21.0
4574,Donkey Punch,R,2008.0,99.0,Julian Morris,Nichola Burley,Tom Burke,1000.0,233.0,201.0
4575,All the Boys Love Mandy Lane,R,2006.0,90.0,Luke Grimes,Michael Welch,Whitney Able,935.0,611.0,280.0
4576,Bled,R,2009.0,95.0,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow,717.0,134.0,118.0
4577,High Noon,PG,1952.0,85.0,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,998.0,575.0,433.0
4578,Hoop Dreams,PG-13,1994.0,170.0,William Gates,Arthur Agee,Isiah Thomas,7.0,6.0,2.0
4579,Rize,PG-13,2005.0,86.0,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,262.0,23.0,14.0
4580,Destiny,,2014.0,,Peter Dinklage,Lauren Cohan,Erick Avari,22000.0,4000.0,567.0
4581,L.I.E.,NC-17,2001.0,97.0,Adam LeFevre,Bruce Altman,Walter Masterson,80.0,67.0,36.0
4582,The Sisterhood of Night,PG-13,2014.0,104.0,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,601.0,524.0,195.0
4583,B-Girl,PG-13,2009.0,88.0,Aimee Garcia,Wesley Jonathan,Drew Sidora,618.0,592.0,311.0
4584,Half Nelson,R,2006.0,106.0,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,33000.0,519.0,71.0
4585,Naturally Native,PG-13,1998.0,107.0,Irene Bedard,Akima,Max Gail,752.0,282.0,236.0
4586,Hav Plenty,R,1997.0,84.0,Hill Harper,Robinne Lee,Chenoa Maxwell,466.0,170.0,48.0
4587,Adulterers,,2015.0,91.0,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre,696.0,320.0,137.0
4588,Escape from Tomorrow,Not Rated,2013.0,90.0,Trey Loney,Lee Armstrong,Amy Lucas,977.0,511.0,432.0
4589,Starsuckers,,2009.0,103.0,Richard Curtis,Harvey Weinstein,Elton John,628.0,474.0,442.0
4590,The Hadza: Last of the First,,2014.0,71.0,Alfre Woodard,Dave Fennoy,Jane Goodall,1000.0,338.0,21.0
4591,After,PG-13,2012.0,90.0,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,523.0,385.0,258.0
4592,Treachery,,2013.0,67.0,Matthew Ziff,Lorraine Ziff,Michael Biehn,260000.0,21000.0,2000.0
4593,Walter,,2015.0,94.0,Leven Rambin,Justin Kirk,Virginia Madsen,956.0,945.0,913.0
4594,Top Hat,Approved,1935.0,81.0,Ginger Rogers,Edward Everett Horton,Eric Blore,610.0,172.0,23.0
4595,The Blair Witch Project,R,1999.0,81.0,Heather Donahue,Joshua Leonard,Michael C. Williams,170.0,170.0,39.0
4596,Woodstock,R,1970.0,215.0,Joe Cocker,Jimi Hendrix,Joan Baez,262.0,227.0,136.0
4597,The Kentucky Fried Movie,R,1977.0,83.0,David Zucker,Barry Dennen,Tara Strohmeier,119.0,29.0,11.0
4598,Mercy Streets,PG-13,2000.0,106.0,Stacy Keach,David A.R. White,Cynthia Watros,602.0,266.0,254.0
4599,Arnolds Park,PG-13,2007.0,103.0,Kendyl Joi,Matthew Feeney,Tac Fitzgerald,23.0,20.0,20.0
4600,Broken Vessels,R,1998.0,90.0,William Smith,Jason London,Brent David Fraser,919.0,711.0,218.0
4601,Water & Power,Not Rated,2013.0,88.0,Nicholas Gonzalez,Angela Nordeng,Exie Booker,601.0,371.0,359.0
4602,They Will Have to Kill Us First,,2015.0,105.0,Aliou Touré,Garba Touré,Khaira Arby,0.0,0.0,0.0
4603,Crop Circles: Quest for Truth,,2002.0,115.0,Karen Alexander,Colin Andrews,Francine Blake,0.0,0.0,0.0
4604,Light from the Darkroom,PG-13,2014.0,90.0,Russell Wong,Steven Michael Quezada,Lymari Nadal,595.0,412.0,271.0
4605,Irreplaceable,,2016.0,102.0,François Cluzet,Félix Moati,Marianne Denicourt,541.0,8.0,2.0
4606,The Maid's Room,,2013.0,98.0,Paula Garcés,Annabella Sciorra,John Brodsky,587.0,448.0,233.0
4607,A Hard Day's Night,Approved,1964.0,87.0,Paul McCartney,Ringo Starr,George Harrison,785.0,725.0,704.0
4608,The Harvest/La Cosecha,,2011.0,80.0,,,,,,
4609,Love Letters,R,1983.0,88.0,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,2000.0,433.0,221.0
4610,Julija in alfa Romeo,,2015.0,83.0,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,0.0,0.0,0.0
4611,Fireproof,PG,2008.0,122.0,Kirk Cameron,Ken Bevel,Erin Bethea,848.0,153.0,150.0
4612,Faith Connections,,2013.0,115.0,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,0.0,0.0,0.0
4613,Benji,G,1974.0,86.0,Frances Bavier,Peter Breck,Edgar Buchanan,407.0,189.0,142.0
4614,Open Water,R,2003.0,79.0,Blanchard Ryan,Saul Stein,Daniel Travis,48.0,10.0,7.0
4615,High Road,R,2011.0,87.0,Joe Lo Truglio,Matt Jones,Abby Elliott,833.0,523.0,201.0
4616,Kingdom of the Spiders,PG,1977.0,97.0,Woody Strode,Hoke Howell,Tiffany Bolling,423.0,23.0,22.0
4617,Mad Hot Ballroom,PG,2005.0,105.0,Heather Berman,Eva Carrozza,Paul Daggett,0.0,0.0,0.0
4618,The Station Agent,R,2003.0,89.0,Peter Dinklage,Joe Lo Truglio,Paula Garcés,22000.0,833.0,587.0
4619,To Save a Life,PG-13,2009.0,120.0,Randy Wayne,Sean Michael Afable,D. David Morin,984.0,801.0,234.0
4620,Wordplay,PG,2006.0,94.0,Ken Burns,Bill Clinton,Bob Dole,196.0,184.0,2.0
4621,Beyond the Mat,R,1999.0,108.0,Terry Funk,Vince McMahon,Mick Foley,54.0,44.0,43.0
4622,The Singles Ward,PG,2002.0,102.0,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,69.0,24.0,15.0
4623,Osama,PG-13,2003.0,83.0,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,30.0,0.0,0.0
4624,Sholem Aleichem: Laughing in the Darkness,Unrated,2011.0,93.0,Rachel Dratch,Peter Riegert,Jason Kravits,399.0,169.0,59.0
4625,Groove,R,2000.0,86.0,Rachel True,Ari Gold,Denny Kirkwood,328.0,27.0,17.0
4626,The R.M.,PG,2003.0,101.0,Kirby Heyborne,Big Budah,Curt Doussett,69.0,34.0,17.0
4627,Twin Falls Idaho,R,1999.0,111.0,Sasha Alexander,William Katt,Jon Gries,980.0,505.0,482.0
4628,Mean Creek,R,2004.0,90.0,Rory Culkin,Scott Mechlowicz,Trevor Morgan,710.0,634.0,595.0
4629,Hurricane Streets,R,1997.0,86.0,Edie Falco,Heather Matarazzo,Lynn Cohen,659.0,529.0,474.0
4630,Never Again,R,2001.0,98.0,Peter Dinklage,Bill Duke,Michael McKean,22000.0,1000.0,658.0
4631,Civil Brand,R,2002.0,91.0,Monica Calhoun,LisaRaye McCoy,Clifton Powell,597.0,485.0,469.0
4632,Lonesome Jim,R,2005.0,91.0,Kevin Corrigan,Seymour Cassel,Mary Kay Place,778.0,327.0,213.0
4633,Drinking Buddies,R,2013.0,90.0,Olivia Wilde,Anna Kendrick,Ti West,10000.0,10000.0,243.0
4634,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,,2012.0,88.0,David Mamet,Ricky Jay,Dick Cavett,342.0,79.0,49.0
4635,Seven Samurai,Unrated,1954.0,202.0,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,304.0,8.0,4.0
4636,The Other Dream Team,Not Rated,2012.0,89.0,Tommy Sheppard,Greg Speirs,Mickey Hart,14.0,9.0,8.0
4637,Johnny Suede,R,1991.0,97.0,Brad Pitt,Tina Louise,Nick Cave,11000.0,422.0,329.0
4638,Finishing the Game: The Search for a New Bruce Lee,Not Rated,2007.0,84.0,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,240.0,172.0,143.0
4639,Rubber,R,2010.0,82.0,Haley Ramm,Jack Plotnick,Cecelia Antoinette,354.0,248.0,196.0
4640,Kiss the Bride,R,2007.0,100.0,Tori Spelling,Amber Benson,Garrett M. Brown,396.0,326.0,325.0
4641,The Slaughter Rule,R,2002.0,112.0,Ryan Gosling,Clea DuVall,Eddie Spears,33000.0,1000.0,699.0
4642,Monsters,R,2010.0,94.0,Scoot McNairy,Whitney Able,Ricky Catter,660.0,280.0,113.0
4643,The Californians,PG,2005.0,87.0,Keith Carradine,Joanne Whalley,Illeana Douglas,584.0,507.0,347.0
4644,The Living Wake,PG-13,2007.0,91.0,Jim Gaffigan,Ann Dowd,Matthew Cowles,472.0,185.0,170.0
4645,Detention of the Dead,Not Rated,2012.0,87.0,Justin Chon,Christa B. Allen,Max Adler,552.0,533.0,445.0
4646,Crazy Stone,,2006.0,98.0,Bo Huang,Zheng Xu,Zhonghua Chen,4.0,4.0,0.0
4647,Scott Walker: 30 Century Man,,2006.0,95.0,Brian Eno,Jacques Brel,Damon Albarn,30.0,27.0,25.0
4648,Everything Put Together,R,2000.0,87.0,Radha Mitchell,Alan Ruck,Megan Mullally,992.0,946.0,637.0
4649,Good Kill,R,2014.0,102.0,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,991.0,943.0,118.0
4650,Insomnia Manica,,2005.0,127.0,Daston Kalili,Rai Alexandra,Chin-Chien Chang,2.0,0.0,0.0
4651,The Outrageous Sophie Tucker,,2014.0,96.0,Carol Channing,Bruce Vilanch,Tony Bennett,387.0,244.0,205.0
4652,Now Is Good,PG-13,2012.0,103.0,Jeremy Irvine,Olivia Williams,Paddy Considine,25000.0,766.0,680.0
4653,Girls Gone Dead,R,2012.0,104.0,Vincent Chimato,John McGlothlin,Al Sapienza,685.0,492.0,238.0
4654,America Is Still the Place,,2015.0,90.0,Emma Caulfield,Dylan Baker,Mike Colter,970.0,812.0,569.0
4655,Subconscious,R,2015.0,122.0,Mike Beckingham,Tim Abell,Tom Stedham,358.0,317.0,152.0
4656,Enter Nowhere,R,2011.0,90.0,Shaun Sipos,Katherine Waterston,Christopher Denham,322.0,178.0,120.0
4657,The King of Najayo,R,2012.0,101.0,Manny Perez,Christian Alvarez,Claudette Lalí,159.0,15.0,15.0
