Item #,NRS Seller's Ref # ,NSN,Material Description,Item Page Link
,W91F4190630081A,1650016268789,Flight Bag,
,W91F4190150010,8415015386312,472,
,W91F4190150016,8415015386704,424,
,W91F4182400004,8465002616909,38,
,W91F4190150015,8415015386695,424,
,W91F4190150002,8415015466721,68,
,W91F4190150014,8415015386300,472,
,W91F4190630085,8465015472644,447,
2448849.0,SC440091690MHE,4320013111675,"Parts Kit, axial Pis",https://www.govplanet.com/jsp/s/item/2448849?kwtag=itemlist
,SC440091690MNF,5365012001518,240,
,SC440091690MPD,5305012116772,"Screw, cap, socket Head",
,SC440091760HZH,5306001509998,124,
,SC440091690NHF,4240011587043,684,
,SC440091690MZF,4310013744748,"Parts Kit, piston As",
,SC440091690NGW,5330145011178,26,
,SC440091690MNK,5325011223057,89,
,SC440091690MNG,5310012013345,95,
,SC440091690MMV,5310016021037,220,
,SC440091690NDQ,4320012385156,"Repair Kit, pumping",
,SC440091690MLJ,5330011260776,150,
,SC440091690MPE,5315007614146,87,
,SC440091690NDM,3110001538751,746,
,SC440091690NBR,5330012604422,164,
,SC440091760HVL,5310011955079,"Nut, plain, internal",
,SC440091690MGE,4320013297276,"Parts Kit, rotary Pu",
,SC440091690NDX,5340011718267,"Catch, Clamping",
,SC440091690MLD,5310007520964,95,
2448963.0,W81K4N90580026,8465011093369,390,https://www.govplanet.com/jsp/s/item/2448963?kwtag=itemlist
,W91JTL83453065V,8415015386742,68,
,W91JTL90103022V,8415015386739,68,
,W906EH83413026V,8415015466721,68,
,W22PLR90163024V,8465011093369,390,
,W91JTL90103038V,8465002616909,38,
,W91JTL90103047V,8465015248362,412,
,W91JTL90023070V,8465015801319,760,
,W91JTL90103044V,8465013980687,269,
,W906EH83133010V,8465015247226,476,
,W500BR90953133V,8415015801341,68,
,W500BR90953148V,8415015801362,68,
,W500BR90943089V,8465000016482,471,
,W91JTL83543003V,8415007822890,434,
,W55VZJ90153001V,8415015801331,68,
,W500BR90953040V,8415015801383,68,
,W91JTL83543026V,8415015467444,68,
,W91JTL90103050V,8465016046541,37,
,W91JTL90023033V,8415015302351,35,
,W91JTL83543023V,8415015386752,68,
,W91JTL83523092V,8415015386752,68,
,W91JTL83543032V,8415015801341,68,
,W91JTL90103049V,8465015248362,412,
,W500BR90953145V,8415015801358,68,
,W91JTL83453116V,8465005303692,397,
,W81L6Y90520038,8465015851512,449,
,W91JTL90023045V,8415015466721,68,
,W500BR90953041V,8415015801368,68,
,W91JTL83453115V,8465005303692,397,
,W91JTL90103036V,8465015997047,748,
,W91JTL83453071V,8415015467444,68,
,N5013581570066,8405015289971,"Trousers, Wet Weathe",
,W91JTL90083074V,8415014726915,448,
,W55VZJ90523020V,8405015472559,274,
,W500BR90943098V,8465013221966,393,
,W91JTL90103030V,8415015466713,68,
,W55VZJ90153021V,8415015386289,472,
,W91JTL83523090V,8415015386739,68,
,W500BR90943094V,8465009277485,494,
,W25LMQ90465901L,8470011445367,"Post, helmet",
,W91JTL83543022V,8415015386747,68,
,W91JTL90023061V,8465002616909,38,
,W91JTL83453084V,8465005303692,397,
,W500BR90943092V,8465009356814,759,
,W91JTL83523081V,8415010101912,777,
,W91JTL83523057V,8465015247226,476,
,W91JTL83453117V,8465016046541,37,
,W91JTL90083073V,8465015248362,412,
,W91JTL83453066V,8415015386747,68,
,W500BR90943091V,8465014652080,721,
,W91JTL90083028V,8415015302350,35,
,W91JTL90083060V,8465008600256,494,
,W91JTL83523100V,8415015467444,68,
,W906EG83193009V,8415015458661,472,
,W90B2L90590032,1450009187392,"Ratchet, tie Down Assembly",
,W91JTL90083056V,8465002616909,38,
,W500BR90953134V,8415015801336,68,
,W91JTL90103039V,8465005303692,397,
,W91JTL83543048V,8465005303692,397,
,W9070J90101004,8340DSTNTPIN1,Tent Pins,
,W500BR90953144V,8415015801355,68,
,W91JTL90083051V,8415015801362,68,
,W58CE281943005V,7210015207136,486,
,W500BR90953147V,8415015801337,68,
,W91JTL83523056V,8465015245285,495,
,W500BR90953146V,8415015801348,68,
,W91JTL83523063V,8465015248368,745,
2449046.0,FM250091198005,82,670,https://www.govplanet.com/jsp/s/item/2449046?kwtag=itemlist
,FM250091198003,65,628,
,SZP1999091D001,6530015626008,"Thermal Guard, Absor",
,W81NTE9122F036,97,742,
,FM250091198010,6515012476600,"Resuscitator, hand O",
2449064.0,29,5915016223588,795,https://www.govplanet.com/jsp/s/item/2449064?kwtag=itemlist
,W58JDU91000033,109,796,
,W58JDU91081003,109,796,
,W58LVU90280008,67,630,
,FU250090910003,110,797,
,W81NTE90420500,109,796,
,W91Z0390150007,69,633,
,W57LVB83310999,111,798,
2449115.0,W800D891091904A,7210DSSHEETS0,Sheets,https://www.govplanet.com/jsp/s/item/2449115?kwtag=itemlist
,W800D890981934J,7210000811417,799,
,W800D890981934B,7210000811417,799,
,SZ33809113D003,7210000811417,799,
2449131.0,W500BR90363010V,8465015801319,760,https://www.govplanet.com/jsp/s/item/2449131?kwtag=itemlist
,W906EG83193010V,8415015458724,472,
,W91JTL83523025V,8415015386752,68,
,W91JTL90103023V,8415015386742,68,
,W52C2N90283001V,8465011178699,37,
,W5CD3D90108001,7340DSCUTLERY,Cutlery And Flatware,
,W91JTL83523069V,8465015472706,269,
,W500BR90313086V,8465014652093,800,
,W52C2N90253060V,8465002616909,38,
,W500BR90313057V,8465015800981,273,
,W55VZJ90793011V,8415015302157,431,
,W5CSEF83293009V,30,395,
,W500BR90353008V,8465016419857,392,
,W91JTL90023071V,8465016046541,37,
,W906EG83293011V,8465013936515,275,
,W500BR90353009V,8465016416358,392,
,W500BR90313058V,8465015801560,767,
,W55VZJ90793012V,8415015302161,411,
,W500BR90323017V,8415012281357,34,
2449730.0,N630429072UH85,28,369,https://www.govplanet.com/jsp/s/item/2449730?kwtag=itemlist
,N630429101UHE9,28,369,
,FB468691168002,7910015525786,"Scrubbing Machine, floor, electric",
2450245.0,W91EKJ90421003,5315DSPIN0000,Pins,https://www.govplanet.com/jsp/s/item/2450245?kwtag=itemlist
,W91F4190298016,4240015274051,640,
,SL470190600AJJ,6150002334144,"Cable Assembly, powe",
,W9046W906403KSL,4720011977874,252,
,W9046W83540EESL,5340012806362,"Frame, access Hole",
,W9046W906403KTL,4720011977874,252,
,W91F4191070036,4240DSGOGGLES,Safety Goggles,
,W9046W9031A05XL,7360014766635,Exhaust Fan Assy,
,W9046W83540FXCL,4730013503731,514,
2450256.0,W57LVB90730019,6220015850637,310,https://www.govplanet.com/jsp/s/item/2450256?kwtag=itemlist
,FM440790928000,7520010758134,138,
,29,5915016223588,795,
2450330.0,SC440091690MXM,6620016471393,458,https://www.govplanet.com/jsp/s/item/2450330?kwtag=itemlist
,SC440081290FFU,9905011853129,305,
,SC440091630BMY,5120014285192,Blacksmith's/engineer's Hammer (dead Blow),
,SC440091690MVK,5995015313357,793,
,SC440080940EYX,4010011099435,300,
,SC440091690MXA,4010012144073,300,
,SC440091690MHS,5930200018882,326,
,SC440091690NDF,5120005958165,"Adjusting Tool, Brak",
,SC440091630BNQ,7530002421218,Unprinted Envelope,
,SC440091630BGD,7520001711120,"List Finder, automatic",
2450394.0,W51HQQ91200005,112,801,https://www.govplanet.com/jsp/s/item/2450394?kwtag=itemlist
,W51HQQ91200004,112,801,
2450415.0,FB4600906400019,6150016029087,"Power Strip, electrical Outlet",https://www.govplanet.com/jsp/s/item/2450415?kwtag=itemlist
,29,5915016223588,795,
,FE623290530014,6625012219367,41,
2450478.0,FB4600906400017,6030015020891,"Converter, media",https://www.govplanet.com/jsp/s/item/2450478?kwtag=itemlist
,29,5915016223588,795,
2450536.0,FB462690215124,4220DSMARLIFD,Marine Lifesaving And Diving Equipment,https://www.govplanet.com/jsp/s/item/2450536?kwtag=itemlist
,W51HQL83400150,113,802,
,FB309990049903,112,801,
,FB650183080002,114,803,
,W58NQ590300035,114,803,
,FB309990809904,114,803,
,W51HPG90300008A,113,802,
,N6896781770822,7125DSCABINSH,"Cabinets, Lockers, Bins, And Shelving",
,W68KCW90570007,6645016265373,"Clock, panel",
,W91EKJ80527504,113,802,
,W58NQ590160076,114,803,
2450588.0,SC440091760JCY,5305011582561,194,https://www.govplanet.com/jsp/s/item/2450588?kwtag=itemlist
,SC440091690MLF,5310010407465,"Washer, recessed",
,SC440082540NRW,5320001852712,241,
,SC440091760HWC,5330015018304,"Wear Strip Assy, air",
,SC440082750GVW,5306012349399,181,
,SC440091630BMA,5306015631299,124,
,SC440091690MVZ,5360006799167,"Spring, helical, extension",
,SC440091690MKE,5330010889142,"Seal Assembly, Oil",
,SC440091630APK,5306000148334,124,
,SC440091630AZZ,5365013558838,94,
,SC440091690MUN,5360010779428,11,
,27,5310012858895,511,
2451392.0,W58NQ590350023,34,440,https://www.govplanet.com/jsp/s/item/2451392?kwtag=itemlist
,W45NQP9122F002,34,440,
,FB623283600302,34,440,
,FU303782210024,34,440,
,W45NQP90990006,34,440,
,W59XQG90370007,34,440,
,W45NQP9122F001,34,440,
,W81NTE90380009,34,440,
,W91JKQ90940004,5920DSSURGEP0,"Surge Protector, Box",
,W9010M9089SE117,7730DSVCR0002,"Vcr Player, Personal/home Use",
,W91JKQ90940002,34,440,
,SZ35869120X001,34,440,
,FE308990740007,34,440,
,W58NQ590350025,34,440,
,W58NQ590280004,34,440,
2451395.0,SC440091760JCV,5340013169074,226,https://www.govplanet.com/jsp/s/item/2451395?kwtag=itemlist
,SC440091760JCC,5305004436797,93,
,SC440091760JBW,5365015149221,88,
,SC440091760JCQ,5340015554890,226,
,SC440091760JDY,3040014780487,153,
,SC440091760JDE,5330011681935,173,
,SC440091760JDU,5340016622599,226,
,SC440091760JDX,5305012910156,96,
,SC440091690MED,5365012662554,157,
,SC440091760JDV,5330008671747,26,
,SC440091760JCA,5330012193508,163,
,SC440091760JDQ,5340013962896,"Retainer, rod End Lo",
,SC440091760JDR,5340016474516,527,
,SC440091760JDS,5340016521398,229,
,SC440091760JCP,3040015645282,"Shaft Assembly, shou",
,SC440091760JEE,3040012898250,"Cylinder Assembly, actuating, linear",
2452100.0,SC440091760HYT,5340012406220,804,https://www.govplanet.com/jsp/s/item/2452100?kwtag=itemlist
,SC440091760HZJ,5306001821399,"Bolt, close Toleranc",
,SC440091690MFK,5340014256147,685,
,SC440091630AEJ,5330010874778,125,
,SC440091760HZU,5330000904638,128,
,SC440091690MGH,5330011641245,158,
,SC440091760JBD,3040014780385,224,
,SC440091760JBC,5305014678462,170,
,SC440091690MMM,5340011053342,685,
,SC440091760HZM,5306011615497,124,
,SC440091690MMB,4330012008118,21,
,SC440091690MVW,5305015704763,96,
,SC440091690MMS,4320014171981,625,
,SC440091760HUH,5340012346737,149,
,SC440091690MMJ,5340007028169,804,
,SC440091690MKV,5330012453498,26,
,SC440091690MTH,3110011472809,"Bearing, roller, need",
,SC440091690MDG,5340012774178,159,
,SC440091760HYP,5340004641115,"Strike, catch",
2452108.0,SC440091630BEY,7510002236814,Slide Fastener Base,https://www.govplanet.com/jsp/s/item/2452108?kwtag=itemlist
,SC440091630BFU,7510005792751,805,
,SC440091630BGG,7520002247621,"Trimmer, paper, drop Knife",
2452110.0,SC440091760JDM,4710011610050,510,https://www.govplanet.com/jsp/s/item/2452110?kwtag=itemlist
,SC440082610GRT,4730006706900,"Plug, Lift Arm",
,SC440091760JDF,4710011891080,493,
,SC440082610FZS,4720014435051,30,
,SC440082610HEC,4720009347955,285,
,SC440082540LXZ,4730013062237,682,
,SC440082610GCG,4710011125856,768,
,SC440082610GBK,4720014186506,30,
,SC440082610GBL,4720014204114,30,
,SC440082610GAG,4730010051376,307,
,SC440091760HYU,4730012960507,806,
2452325.0,W91EKJ90229700,4910015725688,"Support Platform, ja",https://www.govplanet.com/jsp/s/item/2452325?kwtag=itemlist
,SL470182030JEX,3439008782158,"Electrode, welding",
,W57LVB90320003,5340012755398,228,
,EY610882910005,27,368,
,W9046W8354092VL,7920008510141,Dust Mop Head,
,SL470190540AZL,1680001690630,"Seal And Plate, pod",
,W57LVB90310018,5120002778300,Open End Wrench (double Head),
,W9046W83540N90L,5120016163740,Electrical Connector Pliers,
,FB602281150157,4720015421492,608,
,EY610882910004,27,368,
,SL470190540BWC,6220004919603,"Panel, indicating, li",
,W57LVB90240004,5360003241047,139,
,W91EKJ82390080,5330014704200,24,
,W57LVB90320016,5120002403096,Welder's Hammer,
,W91EKJ90356006,6007DSFILTER6,Filters,
,W57LVB90240005,6210001515276,649,
,FB602281150158,4720015422268,608,
,W57LVB90240006,5930015535296,363,
,W57LVB90290002,5935014510089,658,
2452746.0,W80FHT90333026V,8465013985428,391,https://www.govplanet.com/jsp/s/item/2452746?kwtag=itemlist
,W80FHT90333044V,8465015247324,402,
,W80FHT90333057V,8465014940272,770,
,W80FHT90333035V,1095011943343,75,
,W80FHT90333027V,8465014674988,"Pocket, Medical, Modu",
,W58CE283413050V,8465015245250,273,
,W80FHT90333010V,8415014588761,772,
,W80FHT90443013V,8415015386300,472,
,W80FHT90333012V,8415014588763,772,
,W80FHT90333051V,8465015250598,67,
,W80FHT90633011V,8465011150026,485,
,W80FHT90333020V,8465000016474,403,
,W80FHT90333046V,8465015247361,496,
,W55VZJ91023031V,8465015472706,269,
,W80FHT90333050V,8465015250577,408,
,W80FHT90333025V,8465013969926,765,
,W80FHT90513016V,8465011150026,485,
,W80FHT90443022V,8415015386752,68,
,W80FHT90333040V,8465014840450,770,
,W80FHT90333055V,8465014917520,"Pouch, 9mm Magazine",
,W80FHT90333045V,8465014917431,800,
,W80FHT90333054V,8465015322332,"Pocket, ammunition M",
,W57LVB90290049,5110002899657,Hacksaw Frame,
,W80FHT90333023V,8465011188175,494,
,W80FHT90333048V,8465015247625,422,
,W80FHT90443017V,8415015466722,68,
,W80FHT90443020V,8415015467444,68,
,W55VZJ91023028V,8415015386754,68,
,W55VZJ91023024V,8415015386747,68,
,W80FHT90443023V,8415015386754,68,
,W55VZJ91053007V,8415015386695,424,
,W80FHT90333024V,8465013221966,393,
,W80FHT90333030V,8465015801319,760,
,W80FHT90333038V,8465014652092,807,
,W906EH83413038V,8465015247226,476,
,W55VZJ91023004V,8415015769744,Belt Riggers Fr,
,W55VZJ91053023V,8415010749420,68,
,W58CE283413049V,8465015248368,745,
,W80FHT90333058V,8465015157562,807,
,W80FHT90633036V,8465015250577,408,
,W80FHT90523011V,8415015386768,68,
,W80FHT90333016V,8415015302347,35,
,W80FHT90333049V,8465014917451,694,
,W80FHT90333005V,8415011111159,"Hood, Combat Vehicle",
,W55VZJ91023026V,8415015466722,68,
,W80FHT90333047V,8465014917445,400,
,W80FHT90333060V,8465015157644,"Extender, Holster, Le",
,W80FHT90333037V,8415012968878,271,
,W80FHT90333056V,8465015567001,"Holster, tactical",
,W55VZJ91053005V,8415015386289,472,
,W80FHT90333028V,8465015409951,790,
,W80FHT90333061V,8465015250589,73,
2452822.0,W91XRQ82120009,37,443,https://www.govplanet.com/jsp/s/item/2452822?kwtag=itemlist
,W91EKJ90359700,70,634,
,N630429078UH15,111,798,
,FU250090910002,5805016433469,Telephone Set,
,SZ32799120X004,7510015104866,Round Ring View Binder,
,FU285090590006,110,797,
,W57LVB90250013,7510014841759,805,
,W91EKJ82390094,6230006432076,727,
,W9046W9031A0DCL,7520012239898,In-out Schedule Board,
2452891.0,W67HY880436012,80,660,https://www.govplanet.com/jsp/s/item/2452891?kwtag=itemlist
,N6874272891836,47,529,
,W912A890780222,4110014265888,808,
,W912A890780221,4110014265888,808,
,W61DC680809139,80,660,
2453247.0,SC440082890HGY,1560014605994,"Cover Kit, duct",https://www.govplanet.com/jsp/s/item/2453247?kwtag=itemlist
,SC440082260GAW,1650010644786,"Filter Element, fluid",
,SC440082260FTD,1680001360117,"Support, spring",
,SC440082120EFQ,1650011142168,"Saddle, clamp, hydrau",
,SC440082680HRZ,1680015535594,"Backshell, aircraft, ",
,SC440091690MMF,4730010641963,541,
,SC440082540MWW,1560002460919,"Nut Assembly, fusela",
,SC440091690MFW,2840011169806,"Spacer, compressor V",
,SC440091690MEN,1560009706695,"Stud Assembly, shrou",
,SC440082260GDJ,2835005320366,"Hub, fan",
,SC440091690MGY,1560003991371,"Container Assembly, ",
,SC440082890HMK,2835013390192,294,
,SC440082260FSA,2835001106758,"Plate, diaphragm Bac",
,SC440082540MVQ,1680010349707,"Cover, armrest, aircr",
,SC440082540NYN,2835010137443,"Insulation, bottom L",
,SC440082260GDT,1740007165156,"Valve, air Spring In",
,SC440091690MJB,2995007682090,"Housing, oil Pump As",
,SC440091760HWE,4730015428872,532,
2453299.0,SC440091690MLC,4720005494864,"Hose Assembly, air D",https://www.govplanet.com/jsp/s/item/2453299?kwtag=itemlist
,SC440091690MLH,4720010975965,252,
,SC440082120EGS,4720011491430,30,
,SC440082190JHQ,4610011281844,Deionization Cartri,
,SC440091690MSY,4720010475516,545,
,SC440091620PLA,4720014955684,Hoses 3.8 Lg 930 Fd,
,SC440091690MLG,4710010957402,493,
,SC440091690MZM,5110001979499,"Chisel, cape, hand",
,SC440091760HUS,4620012569087,Mist Eliminator,
,SC440091620NYW,4710012180388,493,
,SC440091760HUB,4730012960507,806,
,SC440091690MFS,4720001110981,252,
,SC440091760JAE,4710011891080,493,
,SC440091620PGP,4720014952319,Hoses 1-1.4lg 1220,
,SC440091620PHT,4720012358582,297,
,SC440091690MLN,4720014951580,Hoses,
,SC440091760HYR,4710011610050,510,
,SC440091760HWF,4720015431695,252,
2453302.0,W45N7V9115F003,1680014666583,809,https://www.govplanet.com/jsp/s/item/2453302?kwtag=itemlist
,30,2840007579857,810,
,W9046W83540FFAL,2945013333035,"Filter Element, Intake Air Cleaner",
,W45N7V90799044,1680014666583,809,
,FB446991080132,1650000035904,596,
,FB485590370110,4920016282900,"Nrp, Diesel Engine A",
2453338.0,SC440082540QBD,5340012477922,279,https://www.govplanet.com/jsp/s/item/2453338?kwtag=itemlist
,SC440082540QBQ,5365013039843,"Spacer, Special",
,SC440082540QHF,3040012710370,215,
,SC440082540QDK,5306001829230,106,
,SC440082540QCV,5365011635036,177,
,SC440082540QMM,4820014409106,23,
,SC440082540QCL,5365010585223,"Spacer, Oil Cooler",
,SC440082540QMQ,5305121422050,120,
,SC440082540QBK,5365013013981,157,
,SC440082540QKL,5310011284458,104,
2453676.0,W59TYJ90740001,4720008837426,251,https://www.govplanet.com/jsp/s/item/2453676?kwtag=itemlist
,W91EKJ90240072,7510008909875,Waterproof Tape,
,N4523A31331237,58,612,
,W91A2N90790007,9905001489546,Highway Warning Device,
,W57LVB90320008,5110003403276,"Saw, bow",
,W91EKJ90560039,1630014628367,164,
,W91A2N90840013,4720200007467,30,
,W9046W802200ELL,6220014998003,"Panel, Indicating, Li",
,W91EKJ90381000,6230014658931,783,
,W91EKJ90560256,4730014548270,282,
2453691.0,W51HQT91219052,80,660,https://www.govplanet.com/jsp/s/item/2453691?kwtag=itemlist
,W51HQT91219051,80,660,
2453693.0,W91EKJ83440139,7350008993054,Paper Tableware,https://www.govplanet.com/jsp/s/item/2453693?kwtag=itemlist
,SZ32798184F007,7320013173478,"Rack, Grill",
2454123.0,W62G2W72490029,1240000840277,"Cover, fire Control",https://www.govplanet.com/jsp/s/item/2454123?kwtag=itemlist
,SZP1999098D002,4730016463096,260,
,N4242083460024,4730016463096,260,
,W9046W21249246,1680012207089,"Shaft Assembly, stra",
,W90JV290740016,2915015078125,"Nozzle, fuel Injection",
,SL470190830ADW,1650001024368,"Adapter, tank, hydrau",
,N465887297NI79,5305015703862,"Screw, Aircraft, Mate",
,W45N7V73439075,1560011724976,"Gusset, intercoast",
,R2184763320336,6210013686849,289,
,W45N7V73259108,1680015433614,"Belt, aircraft Safet",
,N465887297NI81,1730015703874,"Spacer, aircraft, mat",
,N465887287N119,1680015622759,"Terminal, aircraft, m",
,30,2840007579857,810,
,N465887061NI44,4920015786518,Vibration Transduce,
,SL470190200ADD,1650007365157,Insert Retaining,
,W45N7V73259106,1650015387923,"Boot, aircraft Compo",
,FB446980250083,1630008995743,"Sleeve, cylinder",
,N465887297N117,1680015622493,"Sleeve, aircraft, mat",
,N465887297NI77,6130015752580,"Pad, Thermal, Aircraf",
,FB202990721240,1630001033433,"Cap, hub, main Landin",
,SL470190830CRQ,1680011215290,"Blade, cutter Assy",
,W45N7V90799105,6210012591365,649,
2457451.0,R209939017CH27,4140015023005,811,https://www.govplanet.com/jsp/s/item/2457451?kwtag=itemlist
,R209939017CH30,4140015023005,811,
,R209939017CH28,4140015023005,811,
2457619.0,W9010M9089SE11,7105011543865,737,https://www.govplanet.com/jsp/s/item/2457619?kwtag=itemlist
,W91EYY53283038V,1095015333010,75,
,W66MR190073002V,8465015250577,408,
,W66MR190073023V,33,430,
,W81LG690380028,21,270,
,W81LG690380030,8415007822888,434,
,W81LG690230055,1095011943343,75,
,W81LG690380032,8415007822889,434,
,W9046W83540KYVL,8465015607352,"Bag, ammunition",
2458021.0,W44DUH91053031,8415014726917,448,https://www.govplanet.com/jsp/s/item/2458021?kwtag=itemlist
,W90V1P91223043V,8415015386747,68,
,W44DUH91053034,8415014618336,34,
,W904XP91163061V,8465013936515,275,
,W44DUH91053030,8415014726915,448,
,W90V1P91213071V,8465015250606,70,
,W44DUH91053032,8415014726918,448,
,W44DUH91053028,8415014726914,448,
,W90V1P91093029V,8465015250577,408,
,W90V1P91093027V,8405015472559,274,
,W90V1P91093026V,8465015245250,273,
,W44DUH91053029,8415014726912,448,
,W81LG690360028,5120008785932,49,
,W81LG690230039,1095015503883,75,
,W44DUH91053033,8415014726916,448,
,W44DUH91053037,8415014618356,34,
2458041.0,W904XP91263006V,8465002616909,38,https://www.govplanet.com/jsp/s/item/2458041?kwtag=itemlist
